id,age,job,marital,education,defaultloan,housingloan,loan
38499,35,services,divorced,university.degree,no,yes,no
40334,35,blue-collar,divorced,basic.9y,no,yes,no
40655,35,blue-collar,divorced,basic.9y,no,yes,no
131,35,admin.,single,high.school,no,yes,yes
10671,35,blue-collar,single,high.school,no,yes,no
11094,35,entrepreneur,single,basic.9y,no,yes,no
11995,35,admin.,married,high.school,no,yes,yes
13714,35,admin.,married,high.school,no,no,no
18154,35,unknown,married,basic.9y,no,yes,yes
19096,35,services,married,high.school,unknown,yes,no
20204,35,services,married,high.school,unknown,yes,no
20321,35,services,married,high.school,no,no,no
25360,35,technician,married,high.school,no,no,no
26641,35,technician,married,university.degree,no,yes,no
28221,35,blue-collar,married,basic.9y,no,no,no
32313,35,blue-collar,married,professional.course,no,yes,no
33284,35,blue-collar,married,basic.9y,no,no,no
33536,35,blue-collar,married,basic.9y,unknown,no,no
34450,35,blue-collar,married,basic.9y,no,no,yes
38232,35,services,divorced,high.school,no,no,no
120,35,admin.,single,basic.4y,unknown,no,no
240,35,admin.,single,high.school,no,yes,yes
387,35,admin.,single,high.school,no,yes,no
2805,35,admin.,single,university.degree,no,yes,no
2836,35,admin.,single,high.school,no,yes,yes
3356,35,admin.,single,university.degree,no,yes,no
8485,35,technician,single,unknown,no,no,no
9770,35,blue-collar,single,unknown,no,yes,no
10903,35,blue-collar,single,basic.9y,no,no,no
15567,35,admin.,married,professional.course,no,yes,no
18115,35,student,married,basic.9y,no,yes,no
22538,35,management,married,university.degree,no,yes,no
25919,35,technician,married,high.school,no,yes,yes
26163,35,technician,married,professional.course,no,no,no
26390,35,technician,married,professional.course,no,yes,no
29244,35,blue-collar,married,high.school,no,yes,no
32797,35,blue-collar,married,basic.6y,no,yes,no
33081,35,blue-collar,married,high.school,no,no,no
35271,35,entrepreneur,married,university.degree,unknown,yes,no
39795,35,technician,divorced,professional.course,unknown,no,no
39977,35,technician,divorced,professional.course,no,no,no
471,35,admin.,single,basic.4y,unknown,yes,no
1261,35,admin.,single,university.degree,unknown,yes,no
2871,35,admin.,single,high.school,no,no,no
7933,35,technician,single,university.degree,no,yes,no
9962,35,blue-collar,single,high.school,unknown,yes,no
10266,35,blue-collar,single,professional.course,no,yes,yes
11188,35,entrepreneur,single,university.degree,no,yes,no
14592,35,admin.,married,university.degree,no,yes,no
18472,35,services,married,high.school,no,no,no
22065,35,management,married,university.degree,no,no,no
22636,35,management,married,basic.4y,no,no,no
23317,35,management,married,university.degree,no,yes,no
33285,35,blue-collar,married,basic.9y,unknown,yes,yes
33736,35,blue-collar,married,basic.4y,no,no,yes
34088,35,blue-collar,married,basic.6y,no,yes,no
35985,35,self-employed,married,university.degree,no,no,no
40346,35,blue-collar,divorced,basic.4y,unknown,yes,no
40735,35,blue-collar,divorced,high.school,no,yes,no
912,35,admin.,single,university.degree,no,yes,no
2612,35,admin.,single,high.school,no,yes,yes
6202,35,management,single,unknown,no,no,no
6932,35,technician,single,high.school,no,yes,no
7366,35,technician,single,professional.course,unknown,yes,no
12150,35,admin.,married,university.degree,unknown,yes,no
12454,35,admin.,married,university.degree,no,no,no
12661,35,admin.,married,university.degree,no,no,no
12873,35,admin.,married,university.degree,no,no,no
13257,35,admin.,married,university.degree,no,yes,no
14795,35,admin.,married,unknown,no,yes,no
16097,35,admin.,married,high.school,no,yes,yes
24107,35,technician,married,university.degree,unknown,no,no
24388,35,technician,married,university.degree,no,no,no
25196,35,technician,married,professional.course,no,no,no
25760,35,technician,married,professional.course,no,no,no
29574,35,blue-collar,married,basic.9y,no,yes,no
31623,35,blue-collar,married,basic.9y,unknown,no,no
40866,35,blue-collar,divorced,high.school,no,no,no
645,35,admin.,single,university.degree,no,no,no
2858,35,admin.,single,basic.9y,no,yes,no
3664,35,admin.,single,university.degree,no,yes,no
7388,35,technician,single,professional.course,no,no,yes
7876,35,technician,single,professional.course,no,yes,no
9202,35,blue-collar,single,high.school,no,yes,no
9889,35,blue-collar,single,basic.9y,no,no,no
11387,35,self-employed,single,professional.course,no,yes,no
14920,35,admin.,married,basic.9y,no,yes,yes
19436,35,services,married,high.school,no,yes,yes
19673,35,services,married,high.school,no,yes,no
19921,35,services,married,university.degree,no,no,no
20062,35,services,married,high.school,no,yes,no
21697,35,management,married,university.degree,no,no,yes
25601,35,technician,married,professional.course,no,yes,yes
25810,35,technician,married,university.degree,no,yes,no
26961,35,technician,married,university.degree,no,yes,no
29125,35,blue-collar,married,basic.4y,no,no,no
29178,35,blue-collar,married,basic.6y,no,no,no
29559,35,blue-collar,married,basic.6y,no,yes,yes
33794,35,blue-collar,married,high.school,no,yes,yes
34225,35,blue-collar,married,basic.6y,no,yes,no
36564,35,blue-collar,unknown,basic.9y,no,no,no
38592,35,services,divorced,high.school,no,no,no
5919,35,services,single,university.degree,no,unknown,unknown
7499,35,technician,single,professional.course,no,no,no
8989,35,unemployed,single,basic.9y,no,yes,yes
11822,35,admin.,married,university.degree,no,yes,no
14175,35,admin.,married,university.degree,unknown,no,no
15600,35,admin.,married,university.degree,no,yes,yes
20324,35,services,married,high.school,no,no,no
22069,35,management,married,university.degree,no,no,no
24253,35,technician,married,university.degree,unknown,no,no
24316,35,technician,married,professional.course,no,yes,no
25812,35,technician,married,university.degree,no,no,no
32421,35,blue-collar,married,basic.9y,no,yes,no
33862,35,blue-collar,married,basic.9y,no,yes,yes
39859,35,technician,divorced,professional.course,no,yes,no
1116,35,admin.,single,university.degree,no,yes,no
1433,35,admin.,single,university.degree,no,no,no
2525,35,admin.,single,basic.9y,no,no,no
2835,35,admin.,single,high.school,no,yes,yes
6868,35,technician,single,university.degree,unknown,yes,no
12741,35,admin.,married,university.degree,no,yes,no
12924,35,admin.,married,high.school,no,yes,yes
13401,35,admin.,married,university.degree,unknown,yes,no
24528,35,technician,married,professional.course,no,no,no
30317,35,blue-collar,married,unknown,no,no,no
33514,35,blue-collar,married,basic.9y,unknown,yes,yes
36174,35,self-employed,married,university.degree,no,no,no
243,35,admin.,single,university.degree,no,no,no
917,35,admin.,single,university.degree,no,no,no
2205,35,admin.,single,university.degree,no,yes,no
4525,35,student,single,university.degree,no,yes,no
5644,35,services,single,high.school,no,yes,no
7784,35,technician,single,professional.course,no,yes,yes
9761,35,blue-collar,single,basic.6y,unknown,yes,no
9860,35,blue-collar,single,basic.9y,no,yes,no
11465,35,self-employed,single,high.school,no,yes,no
12970,35,admin.,married,university.degree,no,no,no
16374,35,admin.,married,university.degree,no,no,no
16661,35,admin.,married,high.school,no,yes,no
20187,35,services,married,high.school,no,no,no
23138,35,management,married,university.degree,no,no,no
23818,35,technician,married,professional.course,no,no,no
24061,35,technician,married,professional.course,no,yes,yes
27639,35,unemployed,married,professional.course,no,yes,no
28427,35,blue-collar,married,basic.6y,unknown,yes,no
29414,35,blue-collar,married,basic.9y,unknown,yes,no
29522,35,blue-collar,married,basic.9y,no,yes,no
29645,35,blue-collar,married,basic.4y,unknown,no,no
29655,35,blue-collar,married,basic.9y,no,yes,no
35032,35,entrepreneur,married,university.degree,no,yes,no
35691,35,self-employed,married,university.degree,no,yes,no
35711,35,self-employed,married,university.degree,no,no,no
38371,35,services,divorced,high.school,no,yes,no
39645,35,technician,divorced,professional.course,no,yes,no
40302,35,blue-collar,divorced,basic.9y,unknown,no,no
393,35,admin.,single,university.degree,no,no,no
6081,35,housemaid,single,basic.4y,unknown,yes,no
6219,35,management,single,unknown,no,no,no
6773,35,technician,single,university.degree,no,yes,no
8035,35,technician,single,basic.9y,no,yes,yes
11375,35,self-employed,single,university.degree,no,yes,no
11906,35,admin.,married,high.school,no,no,no
12655,35,admin.,married,high.school,unknown,no,no
14420,35,admin.,married,university.degree,no,no,no
18647,35,services,married,high.school,unknown,no,no
23053,35,management,married,university.degree,no,no,no
25490,35,technician,married,professional.course,no,yes,yes
26454,35,technician,married,university.degree,no,yes,no
26715,35,technician,married,professional.course,no,yes,no
27398,35,unemployed,married,basic.9y,unknown,no,no
28458,35,blue-collar,married,basic.9y,no,yes,no
33653,35,blue-collar,married,unknown,no,yes,no
35479,35,entrepreneur,married,university.degree,no,yes,no
39273,35,technician,divorced,professional.course,no,no,yes
1349,35,admin.,single,high.school,no,no,no
2832,35,admin.,single,high.school,no,yes,no
3355,35,admin.,single,university.degree,no,yes,no
13408,35,admin.,married,professional.course,no,no,no
16282,35,admin.,married,university.degree,no,yes,no
18205,35,unknown,married,basic.9y,no,no,no
20462,35,services,married,high.school,no,yes,no
23531,35,technician,married,university.degree,no,no,yes
28326,35,blue-collar,married,basic.9y,no,no,no
32266,35,blue-collar,married,professional.course,no,yes,no
33189,35,blue-collar,married,high.school,no,no,no
37377,35,admin.,divorced,high.school,no,yes,no
39259,35,technician,divorced,unknown,no,yes,yes
1695,35,admin.,single,university.degree,no,yes,no
2885,35,admin.,single,high.school,no,no,no
7625,35,technician,single,professional.course,no,yes,no
13297,35,admin.,married,high.school,no,no,no
13602,35,admin.,married,professional.course,no,no,no
16022,35,admin.,married,university.degree,no,yes,no
16364,35,admin.,married,university.degree,no,yes,no
18786,35,services,married,high.school,no,no,yes
20647,35,services,married,university.degree,no,yes,no
21193,35,housemaid,married,basic.4y,no,yes,no
25221,35,technician,married,high.school,no,no,no
25375,35,technician,married,high.school,unknown,no,no
27163,35,technician,married,professional.course,no,yes,no
27170,35,technician,married,professional.course,no,yes,yes
29433,35,blue-collar,married,basic.4y,no,no,no
33062,35,blue-collar,married,basic.6y,unknown,yes,no
33119,35,blue-collar,married,basic.4y,no,yes,no
34517,35,blue-collar,married,basic.9y,no,yes,no
35445,35,entrepreneur,married,university.degree,no,no,no
873,35,admin.,single,university.degree,unknown,no,no
2898,35,admin.,single,high.school,no,no,no
5190,35,services,single,high.school,no,no,no
9765,35,blue-collar,single,unknown,no,yes,no
14722,35,admin.,married,university.degree,unknown,no,no
25376,35,technician,married,high.school,unknown,no,yes
27248,35,unemployed,married,university.degree,no,yes,no
29294,35,blue-collar,married,basic.6y,unknown,no,no
33527,35,blue-collar,married,basic.9y,no,no,no
33584,35,blue-collar,married,basic.9y,no,yes,no
34048,35,blue-collar,married,basic.6y,unknown,yes,yes
36207,35,self-employed,married,professional.course,no,yes,no
138,35,admin.,single,university.degree,no,no,no
1451,35,admin.,single,university.degree,no,no,no
7355,35,technician,single,high.school,no,yes,no
8231,35,technician,single,university.degree,no,yes,no
9920,35,blue-collar,single,basic.9y,no,no,yes
13203,35,admin.,married,university.degree,no,yes,yes
18813,35,services,married,basic.9y,unknown,yes,no
19207,35,services,married,basic.6y,no,yes,no
20053,35,services,married,high.school,unknown,yes,no
20086,35,services,married,high.school,no,yes,no
23052,35,management,married,university.degree,no,no,no
23757,35,technician,married,professional.course,no,no,no
24834,35,technician,married,professional.course,no,no,no
25906,35,technician,married,university.degree,no,yes,no
26832,35,technician,married,professional.course,no,yes,no
29060,35,blue-collar,married,basic.4y,no,yes,no
32923,35,blue-collar,married,high.school,unknown,no,no
33914,35,blue-collar,married,basic.9y,no,no,no
34107,35,blue-collar,married,basic.9y,no,no,no
39577,35,technician,divorced,university.degree,no,yes,yes
55,35,admin.,single,basic.4y,unknown,no,no
2870,35,admin.,single,university.degree,no,yes,no
3357,35,admin.,single,university.degree,no,no,no
6317,35,management,single,unknown,no,yes,yes
7751,35,technician,single,university.degree,no,no,yes
9186,35,blue-collar,single,basic.6y,no,yes,no
9511,35,blue-collar,single,unknown,no,no,no
9522,35,blue-collar,single,basic.9y,no,yes,no
12787,35,admin.,married,professional.course,no,no,no
12874,35,admin.,married,high.school,no,no,no
13264,35,admin.,married,high.school,no,no,no
15292,35,admin.,married,professional.course,no,no,yes
15337,35,admin.,married,university.degree,no,no,no
18172,35,unknown,married,basic.9y,no,no,yes
21649,35,management,married,university.degree,no,yes,no
24301,35,technician,married,professional.course,no,yes,no
25019,35,technician,married,professional.course,no,yes,no
25211,35,technician,married,professional.course,no,no,no
28133,35,blue-collar,married,basic.9y,unknown,no,no
28354,35,blue-collar,married,basic.6y,unknown,no,no
33995,35,blue-collar,married,basic.9y,no,no,no
39082,35,management,divorced,university.degree,no,no,no
39858,35,technician,divorced,professional.course,no,yes,no
40743,35,blue-collar,divorced,basic.9y,no,no,no
2088,35,admin.,single,university.degree,no,no,no
2206,35,admin.,single,university.degree,no,yes,no
2481,35,admin.,single,university.degree,no,yes,no
7459,35,technician,single,university.degree,no,yes,yes
7757,35,technician,single,professional.course,no,yes,yes
10055,35,blue-collar,single,basic.4y,unknown,no,no
11626,35,admin.,married,university.degree,no,no,no
12831,35,admin.,married,university.degree,no,no,yes
14853,35,admin.,married,high.school,no,no,yes
16063,35,admin.,married,high.school,no,yes,yes
19895,35,services,married,basic.9y,no,no,no
20980,35,housemaid,married,basic.9y,no,no,no
22652,35,management,married,high.school,no,yes,no
23430,35,management,married,university.degree,no,yes,no
23866,35,technician,married,professional.course,no,no,no
26557,35,technician,married,professional.course,no,no,yes
27267,35,unemployed,married,university.degree,no,no,no
27775,35,unemployed,married,university.degree,no,no,no
30947,35,blue-collar,married,high.school,no,yes,no
32242,35,blue-collar,married,high.school,no,no,no
33366,35,blue-collar,married,basic.9y,unknown,no,no
467,35,admin.,single,university.degree,no,no,no
6552,35,management,single,university.degree,no,no,no
11299,35,self-employed,single,university.degree,no,no,no
12008,35,admin.,married,university.degree,no,no,no
13080,35,admin.,married,high.school,no,yes,no
14901,35,admin.,married,university.degree,no,no,no
18837,35,services,married,high.school,unknown,yes,no
19552,35,services,married,high.school,no,yes,no
23611,35,technician,married,basic.6y,no,no,no
26421,35,technician,married,university.degree,no,no,no
26462,35,technician,married,university.degree,no,no,no
27776,35,unemployed,married,university.degree,no,yes,no
29538,35,blue-collar,married,basic.6y,no,yes,no
29793,35,blue-collar,married,basic.9y,no,yes,yes
30223,35,blue-collar,married,basic.6y,no,no,no
922,35,admin.,single,university.degree,no,no,no
1083,35,admin.,single,university.degree,no,no,no
1540,35,admin.,single,university.degree,no,no,yes
2578,35,admin.,single,university.degree,no,yes,yes
9517,35,blue-collar,single,university.degree,no,yes,yes
11067,35,entrepreneur,single,university.degree,no,yes,no
15920,35,admin.,married,high.school,unknown,yes,no
19672,35,services,married,high.school,no,no,no
27707,35,unemployed,married,university.degree,no,no,no
34497,35,blue-collar,married,basic.9y,no,yes,no
40578,35,blue-collar,divorced,basic.4y,no,yes,no
40645,35,blue-collar,divorced,high.school,no,no,yes
2887,35,admin.,single,high.school,no,yes,no
5936,35,services,single,high.school,no,yes,no
7104,35,technician,single,high.school,no,yes,no
7605,35,technician,single,professional.course,no,yes,no
7867,35,technician,single,professional.course,no,yes,no
10880,35,blue-collar,single,professional.course,no,no,no
18889,35,services,married,high.school,no,no,no
19671,35,services,married,high.school,no,yes,no
23806,35,technician,married,professional.course,no,no,no
23828,35,technician,married,university.degree,unknown,yes,no
25315,35,technician,married,professional.course,no,yes,no
25445,35,technician,married,professional.course,no,no,no
36879,35,admin.,divorced,basic.9y,unknown,yes,no
39935,35,technician,divorced,university.degree,no,yes,no
107,35,admin.,single,basic.6y,no,yes,no
4115,35,student,single,unknown,unknown,no,no
5353,35,services,single,high.school,unknown,yes,yes
5488,35,services,single,professional.course,unknown,yes,no
5612,35,services,single,professional.course,unknown,no,no
7275,35,technician,single,professional.course,no,no,no
11689,35,admin.,married,high.school,no,yes,no
11964,35,admin.,married,university.degree,no,no,no
12198,35,admin.,married,high.school,no,yes,yes
12277,35,admin.,married,basic.9y,no,no,no
13844,35,admin.,married,university.degree,no,yes,no
20335,35,services,married,high.school,no,yes,no
23061,35,management,married,university.degree,no,yes,yes
23425,35,management,married,university.degree,no,yes,yes
29011,35,blue-collar,married,professional.course,no,yes,yes
31250,35,blue-collar,married,basic.4y,unknown,yes,no
32867,35,blue-collar,married,basic.6y,no,no,yes
34886,35,entrepreneur,married,university.degree,no,no,no
38626,35,services,divorced,high.school,no,yes,yes
39813,35,technician,divorced,professional.course,no,no,yes
40577,35,blue-collar,divorced,basic.4y,no,yes,no
618,35,admin.,single,high.school,unknown,yes,no
1896,35,admin.,single,university.degree,no,yes,no
7957,35,technician,single,professional.course,no,yes,no
13208,35,admin.,married,high.school,unknown,no,yes
14131,35,admin.,married,university.degree,no,no,yes
14842,35,admin.,married,high.school,no,yes,no
14957,35,admin.,married,university.degree,no,yes,no
18157,35,unknown,married,basic.9y,no,no,no
23915,35,technician,married,professional.course,no,no,no
24495,35,technician,married,professional.course,no,yes,no
26542,35,technician,married,professional.course,no,yes,yes
26691,35,technician,married,professional.course,no,yes,no
27129,35,technician,married,university.degree,no,yes,no
28727,35,blue-collar,married,basic.6y,no,yes,yes
28895,35,blue-collar,married,basic.9y,no,yes,no
31137,35,blue-collar,married,basic.9y,no,yes,no
33003,35,blue-collar,married,basic.4y,unknown,no,no
33157,35,blue-collar,married,basic.6y,no,yes,no
33613,35,blue-collar,married,basic.6y,unknown,yes,no
34257,35,blue-collar,married,basic.6y,no,no,no
36799,35,admin.,divorced,university.degree,no,yes,no
38494,35,services,divorced,university.degree,no,yes,no
39060,35,management,divorced,university.degree,no,no,no
41011,35,entrepreneur,divorced,university.degree,no,no,no
64,35,admin.,single,basic.4y,unknown,no,no
7624,35,technician,single,professional.course,no,yes,yes
11562,35,self-employed,single,university.degree,no,yes,yes
12860,35,admin.,married,high.school,no,yes,no
14588,35,admin.,married,university.degree,no,yes,no
15888,35,admin.,married,university.degree,no,yes,yes
16122,35,admin.,married,university.degree,no,no,no
19105,35,services,married,basic.9y,no,no,yes
21107,35,housemaid,married,university.degree,unknown,no,yes
23406,35,management,married,university.degree,no,yes,no
23805,35,technician,married,professional.course,no,yes,yes
24764,35,technician,married,professional.course,no,yes,no
25605,35,technician,married,professional.course,no,yes,no
29686,35,blue-collar,married,basic.9y,unknown,no,no
29867,35,blue-collar,married,basic.9y,no,no,yes
31154,35,blue-collar,married,basic.9y,no,no,no
32398,35,blue-collar,married,basic.9y,no,yes,no
32598,35,blue-collar,married,basic.9y,unknown,yes,no
1447,35,admin.,single,university.degree,no,no,no
2770,35,admin.,single,university.degree,no,no,no
3377,35,admin.,single,high.school,no,yes,yes
6335,35,management,single,university.degree,no,yes,no
11069,35,entrepreneur,single,university.degree,no,yes,no
12175,35,admin.,married,high.school,unknown,no,no
13985,35,admin.,married,university.degree,no,no,no
16367,35,admin.,married,high.school,no,no,no
16549,35,admin.,married,university.degree,no,yes,no
17147,35,retired,married,basic.4y,unknown,no,no
23962,35,technician,married,professional.course,no,no,no
24810,35,technician,married,university.degree,no,no,no
26114,35,technician,married,university.degree,unknown,yes,no
32876,35,blue-collar,married,professional.course,no,no,no
34622,35,entrepreneur,married,basic.9y,no,no,yes
34686,35,entrepreneur,married,high.school,no,no,no
37368,35,admin.,divorced,university.degree,no,no,no
872,35,admin.,single,university.degree,unknown,no,no
3696,35,admin.,single,university.degree,no,no,yes
4023,35,student,single,university.degree,unknown,no,no
6864,35,technician,single,basic.6y,no,unknown,unknown
8036,35,technician,single,basic.9y,no,no,no
9192,35,blue-collar,single,unknown,no,yes,no
10271,35,blue-collar,single,high.school,no,no,no
16060,35,admin.,married,high.school,no,yes,no
22356,35,management,married,university.degree,no,yes,no
32396,35,blue-collar,married,basic.6y,no,no,no
34970,35,entrepreneur,married,high.school,no,no,no
40121,35,unemployed,divorced,university.degree,no,no,no
41128,35,self-employed,divorced,university.degree,no,no,no
1520,35,admin.,single,university.degree,no,yes,no
2477,35,admin.,single,high.school,no,no,no
2779,35,admin.,single,university.degree,no,no,yes
12205,35,admin.,married,university.degree,no,yes,no
18755,35,services,married,high.school,no,no,no
19824,35,services,married,university.degree,no,yes,no
20205,35,services,married,high.school,unknown,yes,no
20210,35,services,married,basic.6y,unknown,yes,no
24380,35,technician,married,professional.course,no,yes,yes
30411,35,blue-collar,married,basic.9y,unknown,yes,no
31024,35,blue-collar,married,basic.6y,no,no,yes
3894,35,retired,single,basic.6y,unknown,yes,no
5356,35,services,single,high.school,unknown,no,no
9553,35,blue-collar,single,unknown,no,no,no
10867,35,blue-collar,single,high.school,no,yes,no
11986,35,admin.,married,university.degree,no,yes,no
13237,35,admin.,married,high.school,unknown,no,no
13416,35,admin.,married,professional.course,no,yes,no
14952,35,admin.,married,university.degree,no,yes,yes
16037,35,admin.,married,high.school,no,no,no
23803,35,technician,married,professional.course,no,no,no
27048,35,technician,married,professional.course,no,no,no
28622,35,blue-collar,married,basic.9y,no,no,no
33499,35,blue-collar,married,basic.9y,no,no,no
35273,35,entrepreneur,married,high.school,no,yes,no
35545,35,entrepreneur,married,high.school,no,no,no
37463,35,admin.,divorced,university.degree,no,yes,no
39784,35,technician,divorced,professional.course,unknown,yes,yes
1930,35,admin.,single,university.degree,no,no,yes
2085,35,admin.,single,university.degree,no,yes,no
6224,35,management,single,unknown,no,unknown,unknown
6318,35,management,single,university.degree,unknown,yes,no
6984,35,technician,single,university.degree,no,no,no
10781,35,blue-collar,single,basic.9y,no,yes,no
11333,35,self-employed,single,university.degree,no,yes,no
13768,35,admin.,married,university.degree,no,no,no
15172,35,admin.,married,university.degree,no,yes,no
16521,35,admin.,married,university.degree,no,no,no
18885,35,services,married,high.school,unknown,no,no
23054,35,management,married,university.degree,no,yes,no
26368,35,technician,married,professional.course,no,yes,no
28162,35,blue-collar,married,basic.6y,no,no,no
29079,35,blue-collar,married,unknown,no,yes,no
29913,35,blue-collar,married,basic.9y,no,no,no
30068,35,blue-collar,married,basic.6y,unknown,no,no
35848,35,self-employed,married,basic.4y,unknown,no,no
35913,35,self-employed,married,university.degree,no,yes,no
37337,35,admin.,divorced,high.school,no,yes,no
41045,35,entrepreneur,divorced,university.degree,no,yes,no
117,35,admin.,single,university.degree,no,no,yes
3393,35,admin.,single,university.degree,no,no,yes
5236,35,services,single,high.school,no,no,no
5417,35,services,single,basic.9y,no,no,no
6391,35,management,single,university.degree,no,yes,yes
7805,35,technician,single,university.degree,no,yes,no
11374,35,self-employed,single,university.degree,no,no,yes
13211,35,admin.,married,university.degree,no,no,no
18748,35,services,married,high.school,no,no,no
19453,35,services,married,unknown,unknown,yes,yes
30184,35,blue-collar,married,basic.9y,no,no,no
33384,35,blue-collar,married,unknown,no,no,no
39860,35,technician,divorced,professional.course,no,yes,no
6352,35,management,single,university.degree,no,no,yes
6413,35,management,single,unknown,no,yes,yes
6998,35,technician,single,professional.course,no,no,no
7623,35,technician,single,professional.course,no,yes,yes
9303,35,blue-collar,single,professional.course,no,yes,no
12201,35,admin.,married,university.degree,no,yes,no
13965,35,admin.,married,university.degree,no,yes,no
14205,35,admin.,married,university.degree,no,no,no
14662,35,admin.,married,university.degree,no,yes,no
15778,35,admin.,married,high.school,no,yes,no
16230,35,admin.,married,high.school,no,no,no
18156,35,unknown,married,basic.9y,no,no,no
18569,35,services,married,high.school,no,no,no
25387,35,technician,married,university.degree,no,no,yes
29999,35,blue-collar,married,basic.9y,no,no,yes
33803,35,blue-collar,married,high.school,no,yes,no
34185,35,blue-collar,married,basic.4y,unknown,yes,no
2228,35,admin.,single,university.degree,no,yes,no
3251,35,admin.,single,university.degree,no,yes,no
6907,35,technician,single,professional.course,no,yes,yes
8245,35,technician,single,university.degree,unknown,yes,yes
8829,35,technician,single,professional.course,no,yes,no
13180,35,admin.,married,high.school,unknown,yes,yes
13747,35,admin.,married,university.degree,no,no,no
15876,35,admin.,married,university.degree,no,no,no
25509,35,technician,married,professional.course,no,yes,no
25951,35,technician,married,high.school,no,unknown,unknown
26181,35,technician,married,university.degree,no,yes,no
29451,35,blue-collar,married,basic.9y,unknown,no,no
33434,35,blue-collar,married,basic.6y,no,no,no
36112,35,self-employed,married,basic.9y,no,no,no
39968,35,technician,divorced,university.degree,no,no,no
19,35,admin.,single,high.school,no,yes,yes
567,35,admin.,single,university.degree,no,no,yes
2032,35,admin.,single,high.school,no,yes,no
5654,35,services,single,high.school,no,no,no
7929,35,technician,single,university.degree,no,no,no
8011,35,technician,single,high.school,no,yes,yes
9011,35,unemployed,single,basic.6y,unknown,yes,no
12241,35,admin.,married,high.school,no,no,yes
12520,35,admin.,married,high.school,no,yes,yes
13810,35,admin.,married,university.degree,no,yes,no
15312,35,admin.,married,university.degree,no,no,no
22886,35,management,married,university.degree,no,no,no
23503,35,management,married,university.degree,no,no,no
24235,35,technician,married,professional.course,no,no,no
24811,35,technician,married,university.degree,no,no,no
25745,35,technician,married,professional.course,no,no,no
26059,35,technician,married,professional.course,no,no,no
26627,35,technician,married,university.degree,no,yes,no
26957,35,technician,married,professional.course,no,yes,no
29217,35,blue-collar,married,basic.9y,no,yes,no
29255,35,blue-collar,married,basic.4y,unknown,no,no
29274,35,blue-collar,married,high.school,no,no,yes
29570,35,blue-collar,married,basic.9y,no,no,no
30868,35,blue-collar,married,basic.9y,unknown,yes,no
33667,35,blue-collar,married,basic.4y,no,yes,no
34223,35,blue-collar,married,basic.6y,no,yes,no
34707,35,entrepreneur,married,high.school,no,no,no
35669,35,self-employed,married,university.degree,no,unknown,unknown
36991,35,admin.,divorced,high.school,unknown,no,no
37701,35,admin.,divorced,high.school,no,yes,no
3971,35,student,single,university.degree,unknown,yes,no
8720,35,technician,single,university.degree,no,yes,no
12009,35,admin.,married,university.degree,no,yes,no
12296,35,admin.,married,basic.9y,no,no,no
15747,35,admin.,married,high.school,no,yes,no
23129,35,management,married,university.degree,no,no,no
23131,35,management,married,university.degree,no,no,no
24793,35,technician,married,professional.course,no,yes,yes
25300,35,technician,married,professional.course,no,yes,no
25340,35,technician,married,university.degree,no,yes,no
26424,35,technician,married,university.degree,no,yes,no
27253,35,unemployed,married,basic.4y,unknown,unknown,unknown
33761,35,blue-collar,married,basic.6y,no,yes,no
35840,35,self-employed,married,basic.9y,no,yes,no
37692,35,admin.,divorced,high.school,no,yes,no
39358,35,technician,divorced,professional.course,no,no,no
40245,35,blue-collar,divorced,basic.9y,no,yes,yes
353,35,admin.,single,high.school,no,yes,no
1443,35,admin.,single,university.degree,no,yes,no
1706,35,admin.,single,university.degree,no,no,no
3022,35,admin.,single,high.school,no,yes,no
3873,35,admin.,single,professional.course,no,yes,no
4038,35,student,single,high.school,no,no,no
6087,35,housemaid,single,university.degree,no,no,yes
6513,35,management,single,university.degree,no,unknown,unknown
11364,35,self-employed,single,professional.course,no,yes,no
11539,35,self-employed,single,university.degree,no,yes,no
11603,35,admin.,married,high.school,no,yes,no
14777,35,admin.,married,university.degree,no,no,no
16421,35,admin.,married,university.degree,no,yes,no
16671,35,admin.,married,university.degree,no,yes,no
22554,35,management,married,university.degree,no,yes,no
23843,35,technician,married,university.degree,no,yes,no
25811,35,technician,married,professional.course,no,yes,no
26906,35,technician,married,university.degree,no,unknown,unknown
32905,35,blue-collar,married,high.school,unknown,no,no
35656,35,self-employed,married,university.degree,unknown,yes,yes
36588,35,admin.,divorced,university.degree,unknown,yes,no
38873,35,housemaid,divorced,basic.9y,no,no,no
909,35,admin.,single,university.degree,no,yes,no
2238,35,admin.,single,university.degree,no,no,no
3329,35,admin.,single,high.school,no,yes,no
5369,35,services,single,high.school,unknown,yes,yes
6550,35,management,single,university.degree,no,yes,no
6892,35,technician,single,high.school,no,yes,no
10546,35,blue-collar,single,basic.9y,no,no,no
14996,35,admin.,married,university.degree,no,yes,no
16366,35,admin.,married,high.school,no,yes,no
18542,35,services,married,high.school,no,no,no
21603,35,management,married,university.degree,no,no,no
22391,35,management,married,high.school,no,yes,no
22610,35,management,married,university.degree,no,yes,no
25759,35,technician,married,professional.course,no,no,no
27936,35,blue-collar,married,basic.9y,no,no,no
30325,35,blue-collar,married,basic.9y,unknown,yes,no
35904,35,self-employed,married,university.degree,no,yes,no
36998,35,admin.,divorced,university.degree,no,yes,no
40022,35,technician,divorced,basic.4y,no,no,no
2086,35,admin.,single,university.degree,no,no,no
